dipt_id,nombre_listado,nombre_ficha,entidad,distrito_circunscripcion,principio_estimado,principio_ficha,entidad_ficha,distrito_ficha,curul,partido_estimado,email,suplente,licencia_en_listado,perfil_url,foto_src,partido_logo_src,foto_original_local,foto_png_bn,error_perfil
84,Calderón Díaz Alejandro,ALEJANDRO CALDERÓN DÍAZ,Guanajuato,Dtto. 10,Mayoria Relativa,Mayoría Relativa,Guanajuato,10,K-403,MORENA,alejandro.calderon@diputados.gob.mx,Jaime Aarón Guzmán Pantoja,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=84,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/071_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/045_84_calderon_diaz_alejandro.png,static/img/diputados_lxvi_bn/045_84_calderon_diaz_alejandro.png,
123,Cárdenas Galván Clara,CLARA CÁRDENAS GALVÁN,Jalisco,Dtto. 19,Mayoria Relativa,Mayoría Relativa,Jalisco,19,K-415,MORENA,clara.cardenas@diputados.gob.mx,Rocío Esquivel Galván,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=123,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/032_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/046_123_cardenas_galvan_clara.png,static/img/diputados_lxvi_bn/046_123_cardenas_galvan_clara.png,
110,Carranza Gómez Beatriz,BEATRIZ CARRANZA GÓMEZ,Jalisco,Dtto. 6,Mayoria Relativa,Mayoría Relativa,Jalisco,6,K-414,MORENA,beatriz.carranza@diputados.gob.mx,Martha Castañeda Ubaldo,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=110,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/084_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/047_110_carranza_gomez_beatriz.png,static/img/diputados_lxvi_bn/047_110_carranza_gomez_beatriz.png,
128,Carrasco Godínez Melva,MELVA CARRASCO GODÍNEZ,México,Dtto. 4,Mayoria Relativa,Mayoría Relativa,México,4,J-363,MORENA,melva.carrasco@diputados.gob.mx,Jessica Sarai Aguirre Olguín,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=128,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/041_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/048_128_carrasco_godinez_melva.png,static/img/diputados_lxvi_bn/048_128_carrasco_godinez_melva.png,
246,Carrazco Macías Olegaria,OLEGARIA CARRAZCO MACÍAS,Sinaloa,Dtto. 6,Mayoria Relativa,Mayoría Relativa,Sinaloa,6,C-064,MORENA,olegaria.carrazco@diputados.gob.mx,Yolanda Rodríguez Sánchez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=246,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/160_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/049_246_carrazco_macias_olegaria.png,static/img/diputados_lxvi_bn/049_246_carrazco_macias_olegaria.png,
220,Carrillo Cubillas Mario Miguel,MARIO MIGUEL CARRILLO CUBILLAS,Puebla,Dtto. 13,Mayoria Relativa,Mayoría Relativa,Puebla,13,G-237,MORENA,mario.carrillo@diputados.gob.mx,Omar Zúñiga Lozano,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=220,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/141_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/050_220_carrillo_cubillas_mario_miguel.png,static/img/diputados_lxvi_bn/050_220_carrillo_cubillas_mario_miguel.png,
213,Carvajal Hidalgo Alejandro,ALEJANDRO CARVAJAL HIDALGO,Puebla,Dtto. 6,Mayoria Relativa,Mayoría Relativa,Puebla,6,H-281,MORENA,alejandro.carvajal@diputados.gob.mx,Heliodoro Luna Vite,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=213,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/185_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/051_213_carvajal_hidalgo_alejandro.png,static/img/diputados_lxvi_bn/051_213_carvajal_hidalgo_alejandro.png,
113,Castellanos Polanco Favio,FAVIO CASTELLANOS POLANCO,Jalisco,Dtto. 9,Mayoria Relativa,Mayoría Relativa,Jalisco,9,M-471,MORENA,favio.castellanos@diputados.gob.mx,Caleb Adoram Lupián Pérez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=113,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/063_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/052_113_castellanos_polanco_favio.png,static/img/diputados_lxvi_bn/052_113_castellanos_polanco_favio.png,
302,Castillo García Gilberto Daniel,GILBERTO DANIEL CASTILLO GARCÍA,Jalisco,Circ. 1,Representacion Proporcional,Representación proporcional,,,K-412,MORENA,gilberto.castillo@diputados.gob.mx,Alfredo Jiménez Noriega,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=302,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/239_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/053_302_castillo_garcia_gilberto_daniel.png,static/img/diputados_lxvi_bn/053_302_castillo_garcia_gilberto_daniel.png,
124,Castillo Lozano Katia Alejandra,KATIA ALEJANDRA CASTILLO LOZANO,Jalisco,Dtto. 20,Mayoria Relativa,Mayoría Relativa,Jalisco,20,K-410,MORENA,katia.castillo@diputados.gob.mx,Viridiana Guadalupe González Gutiérrez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=124,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/081_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/054_124_castillo_lozano_katia_alejandra.png,static/img/diputados_lxvi_bn/054_124_castillo_lozano_katia_alejandra.png,
221,Castillo López Eduardo,EDUARDO CASTILLO LÓPEZ,Puebla,Dtto. 14,Mayoria Relativa,Mayoría Relativa,Puebla,14,G-238,MORENA,eduardo.castillo@diputados.gob.mx,Juan Manuel Vega Suck,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=221,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/094_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/055_221_castillo_lopez_eduardo.png,static/img/diputados_lxvi_bn/055_221_castillo_lopez_eduardo.png,
237,Castillo Morales Francisco Adrián,FRANCISCO ADRIÁN CASTILLO MORALES,San Luis Potosí,Dtto. 4,Mayoria Relativa,Mayoría Relativa,San Luis Potosí,4,E-139,MORENA,francisco.castillo@diputados.gob.mx,Arturo Alonso García,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=237,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/163_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/056_237_castillo_morales_francisco_adrian.png,static/img/diputados_lxvi_bn/056_237_castillo_morales_francisco_adrian.png,
434,Castillo Pérez Carlos Alonso,CARLOS ALONSO CASTILLO PÉREZ,Ciudad de México,Circ. 4,Representacion Proporcional,Representación proporcional,,,G-226,MORENA,carlos.castillo@diputados.gob.mx,Haneman Aldegundo Salazar Solorio,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=434,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/299_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/057_434_castillo_perez_carlos_alonso.png,static/img/diputados_lxvi_bn/057_434_castillo_perez_carlos_alonso.png,
15,Castillo Quintana Elda Esther del Carmen,ELDA ESTHER DEL CARMEN CASTILLO QUINTANA,Campeche,Dtto. 1,Mayoria Relativa,Mayoría Relativa,Campeche,1,M-492,MORENA,elda.castillo@diputados.gob.mx,Karina Guadalupe Graña Sandoval,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=15,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/012_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/058_15_castillo_quintana_elda_esther_del_carmen.png,static/img/diputados_lxvi_bn/058_15_castillo_quintana_elda_esther_del_carmen.png,
381,Castro Salinas Rosa María,ROSA MARÍA CASTRO SALINAS,Oaxaca,Circ. 3,Representacion Proporcional,Representación proporcional,,,F-192,MORENA,rosamaria.castro@diputados.gob.mx,Gabriela Melina Lira Leal,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=381,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/248_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/059_381_castro_salinas_rosa_maria.png,static/img/diputados_lxvi_bn/059_381_castro_salinas_rosa_maria.png,
308,Castro Trenti Fernando Jorge,FERNANDO JORGE (LICENCIA) CASTRO TRENTI (LICENCIA),Baja California,Circ. 1,Representacion Proporcional,Representación proporcional,,,J-351,MORENA,fernando.castro@diputados.gob.mx,Hamlet García Almaguer,True,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=308,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/003_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/060_308_castro_trenti_fernando_jorge.png,static/img/diputados_lxvi_bn/060_308_castro_trenti_fernando_jorge.png,
67,Castro Villarreal Antonio Lorenzo,ANTONIO LORENZO CASTRO VILLARREAL,Coahuila,Dtto. 7,Mayoria Relativa,Mayoría Relativa,Coahuila,7,M-491,MORENA,antonio.castro@diputados.gob.mx,Alaide Estefanía Yáñez Aguilar,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=67,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/039_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/061_67_castro_villarreal_antonio_lorenzo.png,static/img/diputados_lxvi_bn/061_67_castro_villarreal_antonio_lorenzo.png,
273,Cervantes de la Cruz Elizabeth,ELIZABETH CERVANTES DE LA CRUZ,Veracruz,Dtto. 2,Mayoria Relativa,Mayoría Relativa,Veracruz,2,C-075,MORENA,elizabeth.cervantes@diputados.gob.mx,Araceli Monroy Razo,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=273,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/430_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/062_273_cervantes_de_la_cruz_elizabeth.png,static/img/diputados_lxvi_bn/062_273_cervantes_de_la_cruz_elizabeth.png,
348,Chávez Rojas Olga Leticia,OLGA LETICIA CHÁVEZ ROJAS,Nuevo León,Circ. 2,Representacion Proporcional,Representación proporcional,,,G-219,MORENA,olga.chavez@diputados.gob.mx,Carmen Elizabeth García Santos,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=348,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/251_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/063_348_chavez_rojas_olga_leticia.png,static/img/diputados_lxvi_bn/063_348_chavez_rojas_olga_leticia.png,
102,Cornejo Gómez Astrit Viridiana,ASTRIT VIRIDIANA CORNEJO GÓMEZ,Hidalgo,Dtto. 5,Mayoria Relativa,Mayoría Relativa,Hidalgo,5,K-407,MORENA,astrit.cornejo@diputados.gob.mx,Isamar Chávez Pérez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=102,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/194_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/064_102_cornejo_gomez_astrit_viridiana.png,static/img/diputados_lxvi_bn/064_102_cornejo_gomez_astrit_viridiana.png,
136,Corona Arvizu Armando,ARMANDO CORONA ARVIZU,México,Dtto. 12,Mayoria Relativa,Mayoría Relativa,México,12,H-269,MORENA,armando.corona@diputados.gob.mx,Liliana Escobar Benítez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=136,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/037_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/065_136_corona_arvizu_armando.png,static/img/diputados_lxvi_bn/065_136_corona_arvizu_armando.png,
288,Corro Mendoza Margarita,MARGARITA CORRO MENDOZA,Veracruz,Dtto. 17,Mayoria Relativa,Mayoría Relativa,Veracruz,17,D-107,MORENA,margarita.corro@diputados.gob.mx,María Isabel Armas Guzmán,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=288,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/177_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/066_288_corro_mendoza_margarita.png,static/img/diputados_lxvi_bn/066_288_corro_mendoza_margarita.png,
386,Coss y León Zúñiga Humberto,HUMBERTO COSS Y LEÓN ZÚÑIGA,Veracruz,Circ. 3,Representacion Proporcional,Representación proporcional,,,F-184,MORENA,humberto.cossyleon@diputados.gob.mx,Sergio Morales González,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=386,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/275_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/067_386_coss_y_leon_zuniga_humberto.png,static/img/diputados_lxvi_bn/067_386_coss_y_leon_zuniga_humberto.png,
103,Crespo Arroyo Ricardo,RICARDO CRESPO ARROYO,Hidalgo,Dtto. 6,Mayoria Relativa,Mayoría Relativa,Hidalgo,6,K-405,MORENA,ricardo.crespo@diputados.gob.mx,Ignacio Ángeles Aguilar,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=103,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/197_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/068_103_crespo_arroyo_ricardo.png,static/img/diputados_lxvi_bn/068_103_crespo_arroyo_ricardo.png,
166,Cruz Lucatero José Luis,JOSÉ LUIS CRUZ LUCATERO,Michoacán,Dtto. 2,Mayoria Relativa,Mayoría Relativa,Michoacán,2,L-446,MORENA,joseluis.cruz@diputados.gob.mx,Ma. Carolina Ceja Araiza,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=166,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/083_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/069_166_cruz_lucatero_jose_luis.png,static/img/diputados_lxvi_bn/069_166_cruz_lucatero_jose_luis.png,
207,Cruz Mendoza Carmelo,CARMELO CRUZ MENDOZA,Oaxaca,Dtto. 10,Mayoria Relativa,Mayoría Relativa,Oaxaca,10,G-216,MORENA,carmelo.cruz@diputados.gob.mx,Arturo Valadez Gabriel,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=207,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/122_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/070_207_cruz_mendoza_carmelo.png,static/img/diputados_lxvi_bn/070_207_cruz_mendoza_carmelo.png,
66,Cuevas Sánchez Cintia,CINTIA CUEVAS SÁNCHEZ,Coahuila,Dtto. 6,Mayoria Relativa,Mayoría Relativa,Coahuila,6,I-320,MORENA,cintia.cuevas@diputados.gob.mx,Patricia Isaura Contreras González,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=66,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/034_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/071_66_cuevas_sanchez_cintia.png,static/img/diputados_lxvi_bn/071_66_cuevas_sanchez_cintia.png,
101,De La Vega Sánchez Alma Lidia,ALMA LIDIA DE LA VEGA SÁNCHEZ,Hidalgo,Dtto. 4,Mayoria Relativa,Mayoría Relativa,Hidalgo,4,K-406,MORENA,lidia.delavega@diputados.gob.mx,Erica Priscila Viveros Estrada,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=101,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/207_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/072_101_de_la_vega_sanchez_alma_lidia.png,static/img/diputados_lxvi_bn/072_101_de_la_vega_sanchez_alma_lidia.png,
76,De la Vega Vargas Alma Rosa,ALMA ROSA DE LA VEGA VARGAS,Guanajuato,Dtto. 2,Mayoria Relativa,Mayoría Relativa,Guanajuato,2,M-475,MORENA,alma.delavega@diputados.gob.mx,Paola Pamela Laguna Pérez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=76,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/023_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/073_76_de_la_vega_vargas_alma_rosa.png,static/img/diputados_lxvi_bn/073_76_de_la_vega_vargas_alma_rosa.png,
18,del Río Zenteno Karina Margarita,KARINA MARGARITA DEL RÍO ZENTENO,Chiapas,Dtto. 2,Mayoria Relativa,Mayoría Relativa,Chiapas,2,L-444,MORENA,karina.delrio@diputados.gob.mx,Magdalena López Ruiz,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=18,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/183_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/074_18_del_rio_zenteno_karina_margarita.png,static/img/diputados_lxvi_bn/074_18_del_rio_zenteno_karina_margarita.png,
572,Del Valle Ramírez Alejandra,ALEJANDRA DEL VALLE RAMÍREZ,Durango,Dtto. 2,Mayoria Relativa,Mayoría Relativa,Durango,2,I-329,MORENA,alejandra.delvalle@diputados.gob.mx,,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=572,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/527_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/075_572_del_valle_ramirez_alejandra.png,static/img/diputados_lxvi_bn/075_572_del_valle_ramirez_alejandra.png,
461,Díaz Vilchis Catalina,CATALINA DÍAZ VILCHIS,México,Circ. 5,Representacion Proporcional,Representación proporcional,,,E-145,MORENA,catalina.diaz@diputados.gob.mx,Hilda Canto Arrieta,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=461,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/283_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/076_461_diaz_vilchis_catalina.png,static/img/diputados_lxvi_bn/076_461_diaz_vilchis_catalina.png,
152,Domínguez Rodríguez Roberto Ángel,ROBERTO ÁNGEL DOMÍNGUEZ RODRÍGUEZ,México,Dtto. 28,Mayoria Relativa,Mayoría Relativa,México,28,I-314,MORENA,roberto.dominguez@diputados.gob.mx,Pedro Eduardo Pineda Delgado,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=152,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/052_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/077_152_dominguez_rodriguez_roberto_angel.png,static/img/diputados_lxvi_bn/077_152_dominguez_rodriguez_roberto_angel.png,
91,Domínguez Serna Yoloczin Lizbeth,YOLOCZIN LIZBETH DOMÍNGUEZ SERNA,Guerrero,Dtto. 2,Mayoria Relativa,Mayoría Relativa,Guerrero,2,M-484,MORENA,yoloczin.dominguez@diputados.gob.mx,Patricia Guadalupe Pérez Ortega,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=91,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/043_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/078_91_dominguez_serna_yoloczin_lizbeth.png,static/img/diputados_lxvi_bn/078_91_dominguez_serna_yoloczin_lizbeth.png,
433,Ealy Díaz María Teresa,MARÍA TERESA EALY DÍAZ,Ciudad de México,Circ. 4,Representacion Proporcional,Representación proporcional,,,F-190,MORENA,maria.ealy@diputados.gob.mx,--- --- ---,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=433,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/311_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/079_433_ealy_diaz_maria_teresa.png,static/img/diputados_lxvi_bn/079_433_ealy_diaz_maria_teresa.png,
972,Ebrard Lestrade Sebastián,SEBASTIÁN EBRARD LESTRADE,México,Circ. 5,Representacion Proporcional,Representación proporcional,,,L-435,MORENA,sebastian.ebrard@diputados.gob.mx,,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=972,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/506_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/080_972_ebrard_lestrade_sebastian.png,static/img/diputados_lxvi_bn/080_972_ebrard_lestrade_sebastian.png,
287,Escobar García Zenyazen Roberto,ZENYAZEN ROBERTO ESCOBAR GARCÍA,Veracruz,Dtto. 16,Mayoria Relativa,Mayoría Relativa,Veracruz,16,D-110,MORENA,zenyazen.escobar@diputados.gob.mx,Ángel Etiem Jímenez Castañeda,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=287,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/176_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/081_287_escobar_garcia_zenyazen_roberto.png,static/img/diputados_lxvi_bn/081_287_escobar_garcia_zenyazen_roberto.png,
468,Espino Barrientos Manuel de Jesús,MANUEL DE JESÚS ESPINO BARRIENTOS,Durango,Circ. 5,Representacion Proporcional,Representación proporcional,,,G-230,MORENA,manuel.espino@diputados.gob.mx,Nicolás Alvarado Morales,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=468,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/291_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/082_468_espino_barrientos_manuel_de_jesus.png,static/img/diputados_lxvi_bn/082_468_espino_barrientos_manuel_de_jesus.png,
22,Esponda Torres Flor de María,FLOR DE MARÍA ESPONDA TORRES,Chiapas,Dtto. 6,Mayoria Relativa,Mayoría Relativa,Chiapas,6,K-401,MORENA,flor.esponda@diputados.gob.mx,Nancy Torija Muñoz,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=22,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/196_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/083_22_esponda_torres_flor_de_maria.png,static/img/diputados_lxvi_bn/083_22_esponda_torres_flor_de_maria.png,
78,Estrada Domínguez Francisco Javier,FRANCISCO JAVIER ESTRADA DOMÍNGUEZ,Guanajuato,Dtto. 4,Mayoria Relativa,Mayoría Relativa,Guanajuato,4,M-474,MORENA,fjavier.estrada@diputados.gob.mx,Jesús Martín Moreno Martínez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=78,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/018_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/084_78_estrada_dominguez_francisco_javier.png,static/img/diputados_lxvi_bn/084_78_estrada_dominguez_francisco_javier.png,
